,assist_percentage,assists,block_percentage,blocks,box_plus_minus,defensive_box_plus_minus,defensive_rebound_percentage,defensive_rebounds,defensive_win_shares,effective_field_goal_percentage,field_goal_attempts,field_goal_percentage,field_goals,free_throw_attempt_rate,free_throw_attempts,free_throw_percentage,free_throws,games_played,games_started,minutes_played,offensive_box_plus_minus,offensive_rebound_percentage,offensive_rebounds,offensive_win_shares,personal_fouls,player_efficiency_rating,points,points_produced,steal_percentage,steals,three_point_attempt_rate,three_point_attempts,three_point_percentage,three_pointers,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,two_point_attempts,two_point_percentage,two_pointers,usage_percentage,weight,win_shares,win_shares_per_40_minutes
three_point_attempts,0.1760124269515906,0.7077807176861246,-0.16789109242636463,0.1672407581717969,0.15634408512518091,-0.027365241709810015,-0.10532337196320193,0.6344115847846015,0.6398826604272342,0.07201960953585435,0.8518915850726663,-0.05179790999975005,0.7797973616812296,-0.15081332889114324,0.629283476177375,0.2862661471460175,0.6781813520914872,0.689971267333008,0.7319951053596462,0.8117781649316008,0.2310790723147405,-0.23824511595899373,0.2863470354576417,0.6796812901071757,0.6279200578974388,0.12608060261210394,0.8219492209889899,0.8035291839519519,0.029710598354277282,0.7313181067461262,0.3171835082684649,1.0,0.2295650867685857,0.9916792026366912,-0.19830810644652175,0.5500759112842841,0.10285586128328526,-0.15483599908943826,0.7120743007550635,0.5905605445703923,-0.031451894015570046,0.5347180661185963,0.17300978954506632,-0.18508784763174613,0.7013320500637293,0.1208870114623152
three_point_percentage,0.1313680659462699,0.13325973745211517,-0.15247052726866042,-0.04871232275032903,0.31092134417335004,0.09956645101121565,-0.0827511896502028,0.07762494992396393,0.08762257709532911,0.5915217455900218,0.14391509058817376,0.3816990796538868,0.13062285935928414,-0.11759028203364455,0.07170403195471096,0.20206269668609153,0.09765739513018412,0.08080495630349964,0.11407318056551209,0.13507589120289712,0.36683392171357454,-0.20049881683963747,-0.03628010724249398,0.16642817162367643,0.06817959414080542,0.3911775844441875,0.14794259227078985,0.13758169056410532,0.0076448419885454194,0.12011085767151475,0.22767025646946498,0.2295650867685857,1.0,0.26362232006584807,-0.1491504848183833,0.04581882983954344,0.5833610622017645,-0.07804571749961915,0.10375665765957193,0.055510366773141556,-0.006706723276530075,0.03938097983364433,0.031011015321792103,-0.13541955861774485,0.14133738181869077,0.38493254685408007
three_pointers,0.16609289934937543,0.6832782219979531,-0.16707630610115798,0.15018363003615662,0.16383520462971132,-0.028120210926355117,-0.1063432599334073,0.6092939212296075,0.6141054671265097,0.09768147001001687,0.8273710617905048,-0.0347053138466261,0.7606628020713194,-0.15048592614471765,0.5990767832948127,0.28727374170143427,0.6507747952663739,0.6627960138794188,0.7116865572481504,0.7875978143835103,0.24182174780908644,-0.23661767361312305,0.26154782764468126,0.6918166439352513,0.599043447197226,0.13625326273479818,0.8040680487983276,0.7824206331875628,0.02365786710694328,0.7000582595788071,0.3214966344910228,0.9916792026366912,0.26362232006584807,1.0,-0.19755796312626975,0.5241754011548503,0.12633009359809397,-0.15675282650011663,0.6797403275258407,0.5587856109533496,-0.030594243170478503,0.505064801436652,0.16442113267324018,-0.18259119223343653,0.697240346521523,0.1332547244774122
total_rebound_percentage,-0.13199890113518153,-0.1382458995743177,0.32334362756982055,0.2368410776669438,0.12010226654154894,0.10824255782664308,0.860586659765097,0.14233360163607953,0.05969892370783854,0.13169379822920713,-0.05167402244201798,0.2726266315537094,0.002267947635892941,0.18584927757732492,0.040912615801411686,-0.23991744249545818,0.00547275666519978,-0.00816580675668618,-0.012097492616248066,-0.049788727809266034,0.09877538294727449,0.6992397145062256,0.27945830018576473,0.04957019274142959,0.05452308031099737,0.3278293616187328,-0.02403176931717439,-0.019826545708514266,-0.061349221671112925,-0.07806261086160154,-0.44597940754603,-0.19830810644652175,-0.1491504848183833,-0.19755796312626975,1.0,0.1893290032011063,0.10385427241003198,0.016642557810622148,-0.03165220501882771,0.06362189171067123,0.19905790350510003,0.10306479909614168,0.12841487503437496,0.4505407973782528,0.056889259995364254,0.25047983627640424
total_rebounds,0.07087478262441188,0.6256287963184354,0.11878457100764239,0.706175978380296,0.2077455519966844,0.07614096209126653,0.19479181563406026,0.9861192657875433,0.884401751909591,0.1589041275004004,0.8353382576015002,0.19986263986951083,0.8804363426350685,0.023245539357565095,0.8574159246889274,0.10316376559750388,0.8184562433677322,0.8416036722794686,0.8514412788392804,0.8752577505768754,0.23862508668842505,0.10607538256957458,0.9185716800536419,0.792972126700509,0.8989679494713833,0.2665402551412479,0.857933277384913,0.8680812190537245,0.0055548938746019525,0.7482821409152167,-0.17162867051964456,0.5500759112842841,0.04581882983954344,0.5241754011548503,0.1893290032011063,1.0,0.1788669653429205,-0.07581528274023272,0.8265064804619728,0.8899495428975337,0.13134791789587047,0.9052132900633021,0.13067293734866942,0.20616898845311554,0.8797824721453056,0.2306787077312915
true_shooting_percentage,0.0539813563873047,0.09564028754197759,0.11444320565694144,0.15366505832311397,0.535100113840366,0.2793894940726817,0.09326247625924403,0.17356388196782027,0.1607463057969537,0.9561285447997878,0.1447786114594983,0.8824103772079541,0.18288434148064506,0.11458606418618188,0.15946939180899242,0.28439299680280344,0.16085910401246165,0.1431329385094387,0.1525814993690586,0.15875673452071404,0.570265595104041,0.06562460537063625,0.1706820990338331,0.2612525360477641,0.1663021036039428,0.7335747113055142,0.17884585486853358,0.1723350116684524,-0.0061069893521328,0.1198711757750097,-0.10447438433785416,0.10285586128328526,0.5833610622017645,0.12633009359809397,0.10385427241003198,0.1788669653429205,1.0,-0.037215544559315694,0.1317889126965183,0.14851400294459718,0.696562716802679,0.17881632463954306,-0.030663272394877587,0.12008299706032911,0.23132139212515898,0.7168731322775772
turnover_percentage,0.07372800506497802,-0.009806332699068977,0.07712569935175757,-0.03498137374003153,-0.2508355700220973,-0.005004894008832168,0.028148256084766957,-0.07971361233089644,-0.07121214940898168,-0.03073072391697571,-0.12734016598422712,0.028335493509112342,-0.12342938240387984,0.12495176834551816,-0.07408303164455608,-0.13092184075437915,-0.0844780695908182,-0.05178330514010285,-0.08726812182923195,-0.09001418741215136,-0.3410073892919939,-0.002762636042839199,-0.05778595474626793,-0.17789135300538247,-0.0401166612360501,-0.3235648709784473,-0.125610067572661,-0.10906683897648507,0.03796155484792574,-0.054320568989360135,-0.1954106572101803,-0.15483599908943826,-0.07804571749961915,-0.15675282650011663,0.016642557810622148,-0.07581528274023272,-0.037215544559315694,1.0,0.01042230016253602,-0.0841401447197476,-0.018167049329895248,-0.08450098913683135,-0.08736709101182179,0.0296552372673587,-0.14046558240822907,-0.34577816980836806
turnovers,0.2761016234988525,0.8785691056594486,-0.03452898719677639,0.45865905500144255,0.15542931385685244,0.023332815049337895,0.019348863218736752,0.8633089428305865,0.846286313056276,0.09461289355273175,0.9242461822792615,0.09964344650567239,0.9187978709570499,-0.006658835202528293,0.9096690320959755,0.18535081866169215,0.9032933547418147,0.8378310662443509,0.8809067755438387,0.9290167127495882,0.1990370164447576,-0.08329839394244219,0.6442869418586611,0.7192798804043449,0.8784415094604751,0.19501797708603943,0.9229810342600987,0.942189508513384,0.05688282207188484,0.8822035519124627,-0.06857007834392059,0.7120743007550635,0.10375665765957193,0.6797403275258407,-0.03165220501882771,0.8265064804619728,0.1317889126965183,0.01042230016253602,1.0,0.9099659919164965,0.03963149124646855,0.8774573612346214,0.22142018514856943,-0.023074149859281492,0.8178219913233875,0.14974228415662336
two_point_attempts,0.1893777739258603,0.7522912928037723,0.038729354800813146,0.5688608579877902,0.18804405790387702,0.0344091728657675,0.08487921639402868,0.8961577053700044,0.8468727506640582,0.11802091580860226,0.925730635540947,0.1649767509217408,0.9563384009401779,0.007564757633760265,0.93381082428063,0.1503242394670047,0.914244011302735,0.8014845443835755,0.8703027455616544,0.8925615657992741,0.23702629407814102,0.013035451122347365,0.7732972672019519,0.8032683014747387,0.8590833443574626,0.26788094838214355,0.9354514289103587,0.9431954181571287,0.03572423248209383,0.8130772479997486,-0.1934455640777526,0.5905605445703923,0.055510366773141556,0.5587856109533496,0.06362189171067123,0.8899495428975337,0.14851400294459718,-0.0841401447197476,0.9099659919164965,1.0,0.08347286702870857,0.9886071994689216,0.2618894459377958,0.08465614063552315,0.8693962220009429,0.20687144573772281
two_point_percentage,-0.051294644303357624,-0.004038836830133032,0.19682034409392343,0.1656124987602651,0.3331641184442938,0.21302179412879244,0.16284533451816222,0.11095615440735744,0.09448707698413437,0.7369985338831619,0.039416858026341775,0.7974803270414248,0.09117104372060698,0.08364948476492949,0.0727971935992489,-0.07106857919268511,0.05617632246720244,0.07092387735754736,0.06257276149776994,0.055833653439608326,0.32582387980646205,0.16397854527814043,0.1642515520339348,0.1590311119972223,0.09609379617574144,0.5242364537092004,0.07170296317706273,0.06876835366309828,-0.021590487609243963,0.03165811629071742,-0.15393217263818273,-0.031451894015570046,-0.006706723276530075,-0.030594243170478503,0.19905790350510003,0.13134791789587047,0.696562716802679,-0.018167049329895248,0.03963149124646855,0.08347286702870857,1.0,0.13656423965419728,-0.06451179484375313,0.20910662977248531,0.1393986243220552,0.5157425107794373
two_pointers,0.1599734866564873,0.7039992985052607,0.07530619295769063,0.6192527443717257,0.20121313695874474,0.04689274349726295,0.11233620150893735,0.9002266311106816,0.8425101581913836,0.15395976203219208,0.8921673807497794,0.21290996117303784,0.9444509070541731,0.020147762431113193,0.9170783543055611,0.12824361464400771,0.8894550792985557,0.7863991537328978,0.8516429292638334,0.8658742583925184,0.24749324239242398,0.05076145984349215,0.8134630051729962,0.8254521183173,0.8514246861559849,0.29302871086350835,0.9148453232313593,0.9208967078542271,0.027812691981357305,0.7774513059158266,-0.22370351197511343,0.5347180661185963,0.03938097983364433,0.505064801436652,0.10306479909614168,0.9052132900633021,0.17881632463954306,-0.08450098913683135,0.8774573612346214,0.9886071994689216,0.13656423965419728,1.0,0.24895596982912924,0.1308161282779191,0.8810156114070637,0.23142937600766075
usage_percentage,0.19877664663289502,0.15006077539926987,-0.02455435019770971,0.038508073923328,-0.01188477664813168,-0.18642422169679945,0.10939942325847614,0.14429443502926803,0.12547887111799422,-0.056544043091698824,0.2510830610184909,-0.05703573602544209,0.24990622506979177,-0.02487964316779799,0.2469699903168235,0.16052580034548372,0.25861822528115336,0.036296276660659946,0.15036117190755383,0.12878453154337682,0.09743065059809941,0.08895793875746293,0.08327150325847914,0.18018028409692186,0.09447844802579773,0.18194200167526764,0.2508480838729092,0.23790005678508092,0.13900822077272912,0.14499478207514788,0.006804524590525059,0.17300978954506632,0.031011015321792103,0.16442113267324018,0.12841487503437496,0.13067293734866942,-0.030663272394877587,-0.08736709101182179,0.22142018514856943,0.2618894459377958,-0.06451179484375313,0.24895596982912924,1.0,-0.03593643034908562,0.16654092161211326,-0.04658029864137723
weight,-0.29507136713850624,-0.16828691131999896,0.3859588481567735,0.30159254467029045,0.08326022234364949,0.0917998440562521,0.32559609543069395,0.14770232172015083,0.06414049911043031,0.1540571549059378,-0.03182185198431518,0.2965928205290231,0.02885037406394901,0.1517215761570415,0.05535601818440239,-0.2177315577587746,0.011506070781085606,0.06619166772866811,0.02594316953767262,-0.014741590173213399,0.058358784379574404,0.43527590300810687,0.3216672060699521,0.06544291978262252,0.12241674073726276,0.14678704277110896,-0.0019355445909440354,-0.004885312326394354,-0.15954519141011303,-0.11702905043342995,-0.44046009344667314,-0.18508784763174613,-0.13541955861774485,-0.18259119223343653,0.4505407973782528,0.20616898845311554,0.12008299706032911,0.0296552372673587,-0.023074149859281492,0.08465614063552315,0.20910662977248531,0.1308161282779191,-0.03593643034908562,1.0,0.0685474246552627,0.13546249228306098
win_shares,0.16108917948337523,0.7527076920882616,0.0404014150543069,0.5675911544397877,0.28083884168247863,0.11131905991595085,0.07954482378146917,0.8962852816158122,0.9242173768041496,0.19959260790766584,0.8929359000041306,0.19370282971235014,0.9281973566172073,-0.0020120924426690616,0.8742874839681442,0.21005360207146792,0.8760106132239222,0.8035004822000137,0.8684881078058942,0.9002614779243834,0.3173868243028386,0.0009145128568436606,0.7397365941751699,0.9602403888019748,0.8283898535751524,0.31397851602459653,0.9266487011832384,0.9300549125896665,0.043090429106191624,0.8227230284427876,-0.05260224548978268,0.7013320500637293,0.14133738181869077,0.697240346521523,0.056889259995364254,0.8797824721453056,0.23132139212515898,-0.14046558240822907,0.8178219913233875,0.8693962220009429,0.1393986243220552,0.8810156114070637,0.16654092161211326,0.0685474246552627,1.0,0.30716011670926374
win_shares_per_40_minutes,0.18118738339439866,0.1395829546980817,0.10999368404794688,0.18878478339205537,0.7094279403996078,0.43553451043392627,0.19160489398122557,0.2214856114324229,0.2544047192473875,0.6663881087194278,0.19093914572296491,0.6398113533851897,0.22484951213152723,0.13340625092339556,0.21206633276969622,0.24796142859434964,0.21243505932557397,0.16016566037530228,0.1813001127093972,0.18430892658755596,0.7078035778410041,0.18944512135168853,0.22610374951584652,0.31736552314418853,0.18501373857730277,0.9307477514354536,0.2197072834334847,0.21700361448313604,0.14639809541167212,0.17591759819690178,-0.1387572480164755,0.1208870114623152,0.38493254685408007,0.1332547244774122,0.25047983627640424,0.2306787077312915,0.7168731322775772,-0.34577816980836806,0.14974228415662336,0.20687144573772281,0.5157425107794373,0.23142937600766075,-0.04658029864137723,0.13546249228306098,0.30716011670926374,1.0
